geneID	logFC
SESN2	-0.112571594564128
CHCHD5	-0.112893573083894
NDUFS4	-0.112899971102254
MIA2	-0.112940906872312
GFUS	-0.11304809203136
ZBTB41	-0.113138738760483
ZNF638	-0.113162285639286
MVB12A	-0.113486084594489
TMEM242	-0.113538670212849
TFAP2E	-0.113811090244991
ASF1B	-0.11383926784769
LY6G5C	-0.113941948210354
CYB5B	-0.113965899170435
SHMT1	-0.11420617604685
TOMM34	-0.114274620287102
NDUFS6	-0.114475104045898
CDK13	-0.114681220684217
EEA1	-0.115043317255741
TXNL4A	-0.115200151745595
MDC1	-0.115253660205273
PPP4R3B	-0.115290848447816
TREX2	-0.115346643752561
SP110	-0.115574148218817
FMO5	-0.115660188227461
KCND1	-0.115971987896592
CXXC1	-0.116415122730692
SHANK3	-0.116542495264064
PDS5B	-0.11694014368827
UBE3A	-0.116956616060748
CTSH	-0.116998268082182
BTBD9	-0.11712900171804
TM4SF1	-0.117174279508208
KIF14	-0.117533332665025
STIL	-0.117537519006286
NARS1	-0.117591635651558
SPACA6	-0.118044823670562
FBXL19	-0.118065453144477
PPP1R13L	-0.118360699136923
IRAK3	-0.11846528262717
YTHDC2	-0.118470620565777
ATP5F1B	-0.118690411307584
CCZ1	-0.118747876785213
TMEM230	-0.118813946935333
PIGB	-0.11897810168814
KRT86	-0.119293659748166
RAB14	-0.119444477209076
GOSR2	-0.119531604452477
SAMM50	-0.11959916187658
PIH1D1	-0.119713602206107
ZNF689	-0.119826785602632
COASY	-0.119837419076961
ZNF547	-0.119865115962453
BCAS2	-0.119971854807275
RWDD1	-0.11999910743366
LRCH1	-0.120255559012069
FADS1	-0.120269719473926
TMEM38B	-0.120633060538054
ZFP69B	-0.120738474681246
SMYD2	-0.120832036571537
LTN1	-0.121211972630333
IL21R	-0.121240428281451
CCNA2	-0.121350368594833
IPO8	-0.121420692731355
CLK4	-0.121490721907744
ZNHIT3	-0.121509484469107
GDI2	-0.121608598315969
PRDX3	-0.121617472192501
ANKRD49	-0.121669890847626
HOXA9	-0.121716092699454
FGFR1OP2	-0.121763537604457
AUH	-0.121813729121153
KLHL28	-0.122263175955888
RNF139	-0.122279369157924
NFX1	-0.122311405797766
TAF1C	-0.122337705139204
KLHL12	-0.122415612003624
GPR65	-0.122538712242134
ZNF148	-0.122773355274845
BACE1	-0.122890351658793
H2AC15	-0.123185289800734
ARV1	-0.123187594286453
REL	-0.123195584798763
TMEM41A	-0.123557120107854
ETFA	-0.123725463510872
TM9SF3	-0.123847470415476
SLC39A11	-0.123983024037997
COX10	-0.124090808481757
DDR1	-0.124184215612254
HIBADH	-0.124254248997653
ACAT2	-0.124388365428747
C12orf76	-0.124484020880818
TRAPPC13	-0.124905495908309
MOGS	-0.124949173649147
CDC42SE2	-0.124971242393111
CYP20A1	-0.12508445677407
H2AC14	-0.125119056219233
SART3	-0.125423792850866
ORMDL3	-0.125458799782074
HMGXB4	-0.125835209156146
PABIR2	-0.12588309681516
SMARCB1	-0.126186537798491
GAB3	-0.126240764641611
SYNGR3	-0.126640485346603
LPIN1	-0.126769595286223
FDPS	-0.126815449424136
TXNDC5	-0.127000519824835
PIGH	-0.127053141858369
ZNF362	-0.127184844176353
SCAF8	-0.127276500480679
AGK	-0.127553171831121
USP6NL	-0.127870360251537
H4C13	-0.128060295291617
MED1	-0.128087560530973
ZNF569	-0.12815135312316
AP5S1	-0.128191577862353
ZNF587	-0.128293142510292
POLE	-0.128556420558882
MYO1D	-0.128597600749625
ELP3	-0.128600533813651
PRPF31	-0.128606412288572
SIN3A	-0.128633124699022
SLC50A1	-0.12863597734986
EHMT1	-0.12889541640594
HCFC1R1	-0.128954240863598
CPSF2	-0.129035335257071
TTLL7	-0.129140484940988
UBL7	-0.129235168862245
CXCR1	-0.129239783677664
VIRMA	-0.129274504824316
ZNF281	-0.129470635954966
RECQL4	-0.129517577707873
GARS1	-0.129528708210168
LIX1L	-0.129533823264181
PDHB	-0.129752297760907
ZNF775	-0.12987436708027
TIAL1	-0.129958381587799
FAM217B	-0.130191044531686
ZNF879	-0.130284312918759
YTHDF1	-0.130387160093914
LIPA	-0.130433255193614
ALPK1	-0.130549481082263
MT-CO2	-0.130565060823855
POLI	-0.130567736284239
UBXN2B	-0.130891710845855
MLLT10	-0.131061608277866
PLB1	-0.131089500105439
CYB5D2	-0.131206566946728
ANAPC4	-0.131289644778331
MED7	-0.131331172044343
MTRR	-0.131415120519626
CTSC	-0.131497016417002
MASTL	-0.131830924233461
TMLHE	-0.132122609696259
UGGT1	-0.132151512343157
DCUN1D1	-0.132330069053141
USP34	-0.132336951219134
PARP8	-0.132345127940913
MAGI3	-0.132391622547082
MORF4L2	-0.132445662476918
GEN1	-0.132612107233878
ZBTB37	-0.132708907502987
CMTM7	-0.132724507028311
PPM1D	-0.132908525457292
CFAP36	-0.13292097498626
NXF3	-0.133241920211856
ZNF346	-0.133440153567992
FAM172A	-0.133571012709273
UACA	-0.13357552704465
CDC37L1	-0.133644005797423
SCCPDH	-0.133674861545195
ST7L	-0.133832414763296
FANCE	-0.133949896158398
LCMT1	-0.133956132967109
NUP93	-0.134075889708205
RWDD2A	-0.134078805734502
SLC33A1	-0.134145705038117
ZSCAN32	-0.134253602536502
SOAT1	-0.134305295019876
CEP57L1	-0.134361797578957
NAP1L4	-0.134539567630323
FAM111A	-0.134928763027172
COG5	-0.134935512562926
SENP1	-0.134992729916268
SAMD15	-0.135017877198257
STRADB	-0.135079923890659
SFT2D2	-0.135107342422056
BTG2	-0.135333246178688
FAM193B	-0.135512487064253
STK25	-0.135561979241054
HOXB4	-0.135722511862428
METTL15	-0.136286389762826
WIPF1	-0.136330763424504
TMEM14C	-0.136667548536825
CUX1	-0.136714756211098
THOC5	-0.136728405081062
MRPL39	-0.136862253342269
RPP25	-0.137058369857932
FYTTD1	-0.137513512388519
FYCO1	-0.137516866398714
SKA2	-0.137673597726729
DTNBP1	-0.13784711475794
ARID2	-0.137851205241716
CBX7	-0.137967594611282
TM7SF2	-0.138101663009781
GATB	-0.138118099952367
INSR	-0.138193286372942
LMO4	-0.13824649575208
EIF2AK1	-0.138475159378578
FAM53C	-0.138648805980637
MTFR1	-0.139006678199079
TAF1	-0.139208623681393
ATP9B	-0.139261890439354
ADSS2	-0.139315091254222
PPIL3	-0.139394990121978
ZNF564	-0.139417466292182
CDK1	-0.139436489214882
UQCRQ	-0.139534107503018
PHF11	-0.139590383364942
LIN7B	-0.139639546354668
ZNF160	-0.139816427202116
MAP2K7	-0.139821331009276
UBP1	-0.139977098443459
TNK2	-0.140073589445737
TNFAIP8	-0.14008908003626
H2BC6	-0.140103960351086
PHKG1	-0.140107491183146
SEPTIN8	-0.140190988148361
DGCR8	-0.140419301211401
DCAF10	-0.140689702197013
HSP90B1	-0.140746078926787
BCOR	-0.140790166898642
GLYCTK	-0.140874997067558
EHHADH	-0.141024244912404
SH2B1	-0.141141243613826
SLC15A4	-0.14115039318281
CLEC4D	-0.141212876653436
TMED3	-0.141343164644813
PROCA1	-0.141550803700897
BRD8	-0.141620094835399
NUP37	-0.141663378771783
COLGALT1	-0.141740569989119
PHIP	-0.141777757977762
NUDT1	-0.14187267781026
CANX	-0.14197014329228
DECR1	-0.142193922601106
PCM1	-0.142246360103492
PLAAT4	-0.142429130991417
TSPAN2	-0.142438495634091
ZBTB14	-0.14247937829714
ENDOG	-0.142555206369614
WDFY4	-0.142591331531017
PDCL3	-0.142613764597349
ITPA	-0.142643586773117
LARP4	-0.142672373725866
RPRD1B	-0.142785704262517
H1-10	-0.142929784451157
TAF9	-0.143005475767165
BICRAL	-0.143115481394093
TTC8	-0.143222603466952
MRPL38	-0.143252644786312
DCP2	-0.143469036078296
OSBPL3	-0.143610198796347
MRPL54	-0.144313296861407
ZNF396	-0.144500033249297
BRD7	-0.144512578202987
BRAF	-0.144514012845341
TMEM256	-0.144553895715486
POP5	-0.144583820440851
MAT2B	-0.145114950845207
COMMD2	-0.145152146073061
LRRC14	-0.145414256233996
ANXA9	-0.145429231876936
BOLA1	-0.145439150887028
E2F6	-0.145454925942134
ZNF2	-0.145791903322035
ELMO1	-0.145862638451232
GTPBP6	-0.145864678548683
EEF1AKMT2	-0.145925005283226
PGAP3	-0.145984642923781
PARP6	-0.146042522659012
ELP6	-0.146107726203559
STEEP1	-0.146134093341669
NUP153	-0.146584751116237
CFAP20	-0.146759920772442
RANGRF	-0.146776770974834
PRR14	-0.146791874885152
SF3B1	-0.1467986380715
PIGN	-0.146838896197194
STK16	-0.146958172469715
TRAM1	-0.147141207449075
JADE2	-0.147183966598856
METRN	-0.147374345537417
C9orf85	-0.147446460807696
IL12RB1	-0.147469518637271
ELFN1	-0.147503617925117
CD33	-0.147543505212004
HASPIN	-0.147580522790604
CAMK2G	-0.147750344166103
LYPLA1	-0.148036965436941
TENT2	-0.148046982565229
FASTKD5	-0.148263733646244
TMEM14B	-0.148318706409265
FAM204A	-0.148342041320059
ARPP19	-0.148629567938516
ZNF35	-0.149145803771667
PCBP2	-0.149164418993885
UBA6	-0.149257865277179
NAA35	-0.149483674453772
FMC1	-0.149487528084814
PAPSS1	-0.149510887292765
NDUFS1	-0.149518145967497
KIAA0100	-0.149532659957103
YTHDF2	-0.149585652002617
CCNT2	-0.149630451420222
ASPM	-0.149710617959089
CYB5A	-0.149807329757314
EFL1	-0.149808265298049
EFTUD2	-0.149853688748358
C15orf40	-0.149989257301701
UBXN8	-0.150027174275187
CTDSPL	-0.150157603609032
RAD1	-0.150654118611769
NSUN3	-0.150696777763933
ZNF221	-0.150710017463974
ZNF765	-0.150809303262201
ABCB10	-0.150961406901336
SETDB1	-0.151084323426908
INO80E	-0.151132715607758
TBCA	-0.151195740067138
INTS8	-0.151258303294438
MINPP1	-0.151494266227804
SMC1A	-0.151599406167897
ZSCAN22	-0.151730155672914
ZNF444	-0.151799009823995
PRAG1	-0.151886679774049
SLC25A28	-0.151911186754255
H2BC13	-0.151916777163212
CCT5	-0.152117291699671
CUL5	-0.152123926199097
ACOT2	-0.152446969996844
MYH3	-0.15266823266898
TDRD3	-0.152802481344853
EIF3I	-0.152813277259608
SMC3	-0.15286110562801
ETS2	-0.153228341629853
SLC36A4	-0.153293023834985
PIGU	-0.15330075926227
TTC33	-0.153448948016188
ZNF800	-0.153716199538389
SRSF9	-0.153722259842351
RAB11A	-0.15389770973712
MAT2A	-0.1539481606658
SGSM2	-0.153997009191175
CPSF1	-0.15400843806987
TMEM86B	-0.154127159242503
FUNDC2	-0.154470845005469
TVP23C	-0.154664469788936
INTS9	-0.154796356654346
ISG15	-0.154932746587275
LSG1	-0.155089413666222
TNFSF13	-0.155194216037327
SCART1	-0.15531663725969
APPBP2	-0.155336525624374
ARMCX6	-0.15538669757557
GPBP1	-0.155572637082018
PPP1R14B	-0.155587979082393
SGTA	-0.155679990595218
TMX1	-0.155680464895814
DNTTIP2	-0.155688822220134
HERC1	-0.155807142310314
COQ7	-0.155856212718951
SF3B6	-0.156032918153651
RWDD4	-0.156074061292688
CENPK	-0.156089489057288
SPACA9	-0.156243487606645
ZSCAN9	-0.156299866465981
MYCBP	-0.156470676239254
C9orf40	-0.156560505107052
CNOT11	-0.15656172929761
LINS1	-0.156806598766835
YJU2	-0.156848516554482
COPS3	-0.156891801966347
CCDC77	-0.157213345132148
CROCC	-0.157322179520283
MCM9	-0.157650469167009
PPIA	-0.157933138415336
YIPF4	-0.157936366506537
MT-CO1	-0.15802090359688
ZNF484	-0.158042635585701
EWSR1	-0.158115151835824
COMMD10	-0.158242241989456
MT-ATP6	-0.158267014292079
KIAA0753	-0.158560982466891
TAF1A	-0.158618780491706
SIDT2	-0.15869376261906
CUEDC2	-0.158694892196427
TAF6L	-0.159100727993898
RPA3	-0.159101296298064
PTDSS1	-0.159120590342423
PDF	-0.159188573392701
AK6	-0.159323429813653
TMEM263	-0.159435370152715
FXYD5	-0.159594403724834
ING4	-0.159645993373314
CENPF	-0.15968616715619
SNRPC	-0.159687106672446
CBX1	-0.15976569830967
TPK1	-0.159815111577545
RSF1	-0.159896409773528
NDUFB8	-0.159983799624687
PAQR6	-0.160203395616786
NSD2	-0.16044688587503
ZNF585B	-0.160603750690341
DCAF7	-0.160711681407341
GLO1	-0.160990148196146
PGRMC2	-0.161187061955652
P3H4	-0.161252609954513
NUFIP2	-0.161362535216451
C3orf38	-0.161417188643981
KPNA4	-0.161470376469717
PI4K2B	-0.16150331252584
RCC1L	-0.161627994638232
FSCN1	-0.161739488737228
NAPB	-0.16202180024732
SMIM13	-0.162378825950929
RAD21	-0.162627163713445
HNRNPH2	-0.162767392695641
SIN3B	-0.162818379162257
TDP1	-0.162945230777193
ATF2	-0.163010293840833
MED11	-0.163142217202765
PDPR	-0.163204217817325
NIPAL2	-0.163289264297838
ASPSCR1	-0.16330288863935
GPATCH8	-0.163398524689334
TMEM144	-0.163405811416205
ELAVL1	-0.163599230259976
LANCL2	-0.1639276665335
ZNF687	-0.16398268984952
ZNF350	-0.164096445045391
KLHL6	-0.164199206231372
STK11	-0.164410912101131
RAB4A	-0.164415981476638
NDUFS3	-0.164498832355344
CCNY	-0.164587340544124
NOC2L	-0.164740555031156
CNOT1	-0.164759654601319
CD1D	-0.164866328587189
PSME1	-0.164918416090017
HNRNPA1L2	-0.164976117884338
USP46	-0.165059504286077
FBXL20	-0.165141396866972
MRPL23	-0.165174929144405
GTF3C2	-0.165306999531487
ASMTL	-0.165339522439886
CDKN2AIPNL	-0.165429425953777
ERV3-1	-0.165496091408894
DNAL4	-0.165796020387405
LDB1	-0.16585761814935
TMEM203	-0.165883129887587
RANGAP1	-0.165916811152156
TMX4	-0.1659739276583
MMP17	-0.166277798159311
DDX52	-0.166331266936226
ELMOD2	-0.166499644340625
BARD1	-0.166543409625476
NLRX1	-0.166606790872066
CLEC12B	-0.166895074557147
SLC35C2	-0.166990400708
NIPSNAP3A	-0.167116548952491
COX5A	-0.16711782661266
TOB2	-0.167671596944926
NUB1	-0.167712506027422
TAB3	-0.167977395063672
CERCAM	-0.168080491848857
DCAF12	-0.168278464128911
FCRLB	-0.168414368384876
WDR41	-0.168594172085878
NDUFC2	-0.168829944621625
TCP1	-0.169018341458715
MED6	-0.169112583059685
ATP13A1	-0.169148713415374
H2BC8	-0.169189602517249
IL3RA	-0.169847712413393
BTBD7	-0.170169153322851
HNRNPM	-0.170250234184884
WRNIP1	-0.170382294816621
AKAP9	-0.170396800996605
PRPF40A	-0.170474036111886
LSM5	-0.170591972479063
DDX56	-0.170740498979145
JPT2	-0.170851259843156
TRAF2	-0.170879007845683
MCTS1	-0.170971970573654
DBR1	-0.171003806629227
HSD17B11	-0.171511822258177
C16orf91	-0.171827367626328
MSL3	-0.172114779687552
FBXW7	-0.172563390024172
TYW1	-0.172568308184305
MPHOSPH8	-0.172595760333561
GID8	-0.172615909822061
KANSL3	-0.172618329150444
ANKHD1	-0.172733223898446
LRRC37A2	-0.17277152313584
NFATC2IP	-0.172883888777333
MRPS23	-0.172902783773114
E2F2	-0.172978406340264
DEPDC4	-0.173043635497022
DUOXA2	-0.173231493791708
MYCBPAP	-0.173497803962755
ORC3	-0.174110342015078
PUM1	-0.174454235092029
MIA3	-0.174596362264912
ZNF585A	-0.174747998207094
TARS3	-0.174768505607704
COQ5	-0.175002770996617
RAB32	-0.175172213650039
GPR89B	-0.175177597864036
AVIL	-0.175590371415468
TMEM101	-0.17586855913176
CNOT9	-0.175975791113555
GOPC	-0.176134496902365
SLC35G2	-0.176440629670772
SPC24	-0.176651539148844
KIF22	-0.176677476356264
LCMT2	-0.176733563853657
SIAH2	-0.176762061145602
PROSER3	-0.176798467147272
PRH1	-0.176875839688539
LENG8	-0.176919389164075
LRP5	-0.177037413340082
RCOR3	-0.177215292454141
MAP2K5	-0.177228921745077
ERMARD	-0.177396645970497
ZNF548	-0.177459834125225
RPTOR	-0.177587491940182
FTSJ1	-0.177698354251286
UBE2V1	-0.177699328688027
FAM126B	-0.177781720022459
FAM229B	-0.177855237501974
MKKS	-0.17787369441086
ZNF773	-0.177875453465278
STX16	-0.177936181304695
PHYKPL	-0.178001545989311
OGFOD1	-0.178025695685665
IREB2	-0.178070814791189
B3GALT6	-0.178164414679268
CELF2	-0.178330623382386
CCDC28A	-0.178421234684165
SERPINB1	-0.178431201164992
ERH	-0.178497621623515
TNFRSF10D	-0.178702937489596
SNRNP70	-0.17882555776483
PARPBP	-0.178831847926431
SF3A1	-0.178887718602257
SMPD2	-0.178944338339457
SBNO1	-0.178965599577527
EMC1	-0.178985349214405
CCNL1	-0.179062948547207
RNF187	-0.179089570697093
MT-ND3	-0.179188041007603
H2AC4	-0.179310058347301
MFSD8	-0.179416740764718
SYNM	-0.179574995237594
POLH	-0.179598624693297
PTAR1	-0.179767020312868
PDIA4	-0.179943148417578
CCDC102B	-0.18001431402204
KLHDC4	-0.18001869659949
APEH	-0.1800540369755
C4orf3	-0.180111738288767
ZNF197	-0.180266205678199
SNRNP48	-0.180458626208923
PRRC1	-0.180583018490756
PLEKHF1	-0.180589377917651
TAOK3	-0.180690783129281
STK19	-0.180849926897144
LPCAT2	-0.181011524078115
RTF1	-0.18108864838712
RECQL5	-0.181161267562321
LCAT	-0.181165738638648
CCAR1	-0.181200640443251
IGF2BP2	-0.181248425243257
CNTROB	-0.181376464789121
PRUNE1	-0.181513282054059
ARL13B	-0.181592220334336
C17orf58	-0.18164759268611
INTS12	-0.181704579438328
STT3B	-0.181992726222402
MTERF4	-0.182063100451638
FBXO34	-0.182234492340745
DRAM2	-0.18242383113902
TMEM167A	-0.182570742005439
GORASP2	-0.182762268200207
MCUR1	-0.182992007218302
AGPS	-0.183142738982196
GATAD2B	-0.183270523541037
CEP97	-0.183914448628393
SNRNP35	-0.183936853298029
ACOT7	-0.183999662598646
CITED4	-0.184081687700596
FNTA	-0.184130753447958
ZNF878	-0.184164360154257
VWA1	-0.184254044644174
EAPP	-0.184301284545596
BLOC1S4	-0.184512645842371
ERGIC2	-0.18453074087093
BTK	-0.184568452953622
ABCA5	-0.184881188071401
KLHDC2	-0.185198874417818
BAZ1B	-0.185415786325972
ZC3HAV1	-0.185543296706173
NEMP1	-0.185692328052546
EEF2K	-0.185765895833137
ATP8B4	-0.185953534583337
CUL9	-0.186096246334789
NUP188	-0.186103503147784
MDH1	-0.186294305237781
CCHCR1	-0.186331514660259
NAA20	-0.186705856620103
PAPOLG	-0.186752271604758
HSD17B12	-0.186779537404681
MT-CO3	-0.186850423509307
TNNT1	-0.187072781942413
OPA3	-0.187073310043897
NNT	-0.187266460195175
EBNA1BP2	-0.187402377550146
CHAMP1	-0.187533682467675
UBAP2	-0.187562216647472
CHSY1	-0.187808803445408
CERT1	-0.188059826614313
TWSG1	-0.188095450546395
SMARCD3	-0.188107119462904
ZSCAN31	-0.18816084429818
DMWD	-0.188220585355447
GALT	-0.188585821016003
SYF2	-0.188613820886812
HACD4	-0.18882172112798
SIAH1	-0.189028074619788
DHX35	-0.189167081895222
ICMT	-0.189266554092073
MCRIP2	-0.189297732000186
FZD9	-0.189398579544891
CCDC90B	-0.18948854045271
HSPBP1	-0.189513677509249
TRMT44	-0.189519996511708
KYAT3	-0.189772436248462
PPIP5K1	-0.189927582551593
SF3B5	-0.190061920039608
ELK1	-0.190349364579951
CTNNAL1	-0.190583368023156
ZNF549	-0.19066713729826
EMSY	-0.190874203579314
YBX1	-0.191031246519321
LSM6	-0.19109905057582
KDM3B	-0.191116304646816
MPHOSPH10	-0.191452083380615
ADCY6	-0.19150263913376
GAN	-0.191519293727063
ZNF672	-0.191590352891364
AGA	-0.191695972320661
CCNI	-0.191724176216787
LYSMD2	-0.191745313537832
DDX19B	-0.191940890744086
SH3BGRL	-0.191996062381402
L3MBTL2	-0.192117793429543
CASP10	-0.192615335440021
NUSAP1	-0.192831443243957
ZNF7	-0.19287394616564
H4C12	-0.193138770006076
ZNF266	-0.193557224908083
FOCAD	-0.193753304285408
ELF2	-0.193913580799459
CDC14A	-0.194171326041077
ZDHHC8	-0.194494358287195
DDX39B	-0.194665928668204
TUBD1	-0.194713671850163
DDHD2	-0.194792590000806
MAPRE2	-0.19504973383262
ZCCHC9	-0.195063643265818
MGMT	-0.195194836298183
RABL6	-0.195228511871944
IFT80	-0.19539878864847
GRAMD1A	-0.195533355316257
PRPF40B	-0.195549344386878
RCN2	-0.195630937390209
TRMT10A	-0.195642636506856
MRTFB	-0.19582759594336
NPIPA5	-0.195982769184035
ZNF559	-0.19607210264198
RGPD8	-0.196216309922552
HNRNPD	-0.196229505466146
CNNM2	-0.196306671722564
CCDC6	-0.196488183938587
C18orf54	-0.196536497425523
STARD9	-0.196548240022528
SLFN13	-0.19697939408709
CHRNA7	-0.197137092782258
STAG2	-0.197214738388571
MLH1	-0.197378376554805
MVB12B	-0.19745244908575
CKS1B	-0.197469441732496
MARS1	-0.197501408890716
TYMS	-0.19754332263274
FLAD1	-0.197547992398209
GCC2	-0.197694729368004
YTHDC1	-0.197711000283877
PKMYT1	-0.197822099063522
ARHGEF17	-0.198028975668224
SERGEF	-0.1981769034453
FBXO36	-0.198322165984577
ATP8B2	-0.198464510942698
RYK	-0.198524742107619
NUDT5	-0.198533772073032
COMMD6	-0.198546403047009
IL15RA	-0.198556913510672
CGAS	-0.198713786924296
IP6K2	-0.198792501789578
SP3	-0.199011286655186
LTO1	-0.199045821428082
NDUFB5	-0.199214255941706
PPM1G	-0.199627598730133
CLDND2	-0.199680100526725
ABT1	-0.199743432252034
NAB1	-0.19979176431713
GOLGA8K	-0.199958006144038
RRM2B	-0.200453091795738
MTRFR	-0.200581330455626
ZMYM5	-0.201034275581687
TMEM53	-0.201093560475176
FAIM	-0.20120517547688
ANKZF1	-0.201275151406682
TBC1D5	-0.201342326365602
LRRC47	-0.201353843025601
SETD1A	-0.201485786199131
RANBP6	-0.201619530021422
BABAM2	-0.201634707447928
NUTF2	-0.201745978937647
KTI12	-0.201879326044643
TBCE	-0.202200909016687
TPR	-0.202206685792095
EOLA1	-0.202390912057592
IDI1	-0.202409955150971
TBC1D24	-0.202488156241879
DCK	-0.202769089729582
AFG1L	-0.202789939639282
FIZ1	-0.202932743047915
C17orf49	-0.203082724796977
TMEM70	-0.203239490118725
RBM39	-0.203320621648816
RBBP7	-0.203582755710427
TRAF4	-0.203642188256395
ACTR5	-0.203771624908357
SIVA1	-0.203958734084411
SUMO3	-0.204128855429219
MRPL37	-0.204212639742442
MFGE8	-0.204320983262136
ATPAF2	-0.204420644157957
CROT	-0.204759309193586
RBM17	-0.204790331636621
SDHD	-0.204823683892907
MYCBP2	-0.204959134596525
NR2C2	-0.204961405372928
MBD3	-0.205012347468037
METTL14	-0.205074273055267
MTDH	-0.205440126479687
TBC1D10C	-0.205480791502135
DBT	-0.205549287611378
UBE2O	-0.205654285288364
SLC39A6	-0.205671128485028
TMED10	-0.205725975913849
NBPF3	-0.20592833189786
CARD9	-0.206145686564667
CIAO2A	-0.206266940479558
CLP1	-0.206496754168724
TMEM258	-0.206590368217726
C1orf74	-0.206758309862218
RALGPS1	-0.206771056768406
RPA2	-0.206878369395672
DDX49	-0.206910669138407
EXOSC6	-0.206962124910646
POMZP3	-0.20710648559327
TCEAL8	-0.207319393767542
UTP3	-0.207501815896307
GRK3	-0.20775836084211
POLR3K	-0.207801174580694
GCSAML	-0.207860282500479
IRGM	-0.20791264527156
ZSCAN25	-0.208070706622892
EPC2	-0.208166275232179
AKT2	-0.208464413935006
TOGARAM2	-0.208727200612004
AIFM1	-0.208811844074743
ERCC4	-0.208824916428544
NUBP2	-0.209050941904394
CHST11	-0.209082456204419
MRPS12	-0.209135939271443
HNRNPK	-0.20924299657552
ATP5PO	-0.209244398230384
CGGBP1	-0.209295173327605
ACADM	-0.209383951499302
PAN3	-0.209670548448768
ARMC2	-0.2098834260637
PCNP	-0.20993048364303
RBM14	-0.209980940390685
ING3	-0.210151504888179
ZBED1	-0.210383275681703
THAP11	-0.210387083599405
PIGV	-0.210761003336877
WDR33	-0.210814589587346
SMARCE1	-0.210824292317526
PEX12	-0.210902402731862
RPP30	-0.211015508486415
TTC13	-0.211124370452391
CBWD6	-0.211312908298626
MICAL3	-0.21146892603636
ACTR6	-0.211516928242793
NUP50	-0.211621982163019
COA4	-0.211723580862839
GALK2	-0.211734605900531
MDM4	-0.211736687250228
UPF2	-0.211769362426277
ZCCHC10	-0.211830579226903
PCCA	-0.211873748841616
GIT1	-0.211892065971742
RBM3	-0.211925671253814
PNPLA7	-0.211998553471181
SNRNP40	-0.212014144413438
GAS8	-0.212153498823645
SCAP	-0.212281405347341
DNMT1	-0.212348772673018
SCRIB	-0.212378810080423
GSTCD	-0.212499543169517
HSPA4	-0.212611987868846
TANC2	-0.212871253612528
ZC3H7B	-0.212885369333998
DAZAP1	-0.212913021492301
UBA7	-0.212960361039478
VWA8	-0.21300466717947
EVA1C	-0.213198342627931
CCNH	-0.213203825722156
SLC24A3	-0.213248533423352
NFKB1	-0.213457817831628
BTAF1	-0.213588253412031
PAK1	-0.213632411026182
USP10	-0.213806014078363
ZNF487	-0.213887534547716
DNM1L	-0.21414383158711
HNRNPAB	-0.214328014109819
ZNF771	-0.214364570795667
COPS7B	-0.214650203109513
CEP164	-0.214907140044795
TTC21B	-0.215138410953301
EOLA2	-0.21517622394675
HPRT1	-0.215239005864051
KCNJ14	-0.215277210783485
ZNF808	-0.215925866698648
NDUFA11	-0.216019552816644
TMEM9	-0.216056415639732
SFR1	-0.216297524598821
CNBP	-0.216350423221892
YJEFN3	-0.216351972351182
NAA30	-0.216459455669263
CHST7	-0.216810707594304
ZNF594	-0.216877281050996
MS4A3	-0.21694607260119
RANBP2	-0.216960866429609
PIGL	-0.217314318164751
GTPBP1	-0.217431409509983
CELSR3	-0.217483477108234
ZNF44	-0.217887233801439
BTBD3	-0.217956855212861
MOSMO	-0.217969007712632
PRPF6	-0.217972157999653
PABIR1	-0.218097232993706
CDKN1B	-0.218205782330275
FLACC1	-0.218343665961455
KLHL25	-0.218405739134573
SND1	-0.218415814194836
DEXI	-0.218579366011859
AKR7A2	-0.218731948151177
TSFM	-0.218804412421794
DDB1	-0.218804811692284
CFDP1	-0.218853928447211
KAT8	-0.218879765434256
SBF2	-0.219248003170499
SLC25A37	-0.219339979170845
SUMO4	-0.219550559986298
GFOD2	-0.219722414056907
ARMCX5	-0.219902372462904
MAP4K5	-0.219902844383503
SRSF5	-0.21993278893896
HMG20A	-0.219933977573972
EIF2S1	-0.220005648348013
TRIM33	-0.220086269838581
TUBE1	-0.220288384084119
CAPN15	-0.220299489460075
UBN2	-0.220308869762332
PRPF4B	-0.220441293204407
BTBD8	-0.220957525902626
NUP54	-0.221016528373653
ARRDC4	-0.221362242010303
PPP1R16A	-0.221367623473038
CPSF3	-0.221408281892242
MRPS14	-0.221607985635329
UCP2	-0.221765654352239
LRRC51	-0.221829378550636
KDM2B	-0.222001755286615
PARK7	-0.222109916014669
RASA4B	-0.2222534283655
FNBP1L	-0.222315183972186
AJM1	-0.222601387829709
LEKR1	-0.222635380482742
METTL25	-0.222786991172581
TMEM129	-0.222862159371854
ERCC2	-0.223117803030815
SAFB	-0.223157195992831
MRPL10	-0.223185770506574
MPND	-0.22324926419733
ZNF677	-0.223803691339705
ATRIP	-0.223998125860251
INSIG2	-0.224394941803257
MLST8	-0.224453963944666
DDX1	-0.224493087925101
SRRT	-0.22451650978847
TIPIN	-0.224701613065794
MAPK8	-0.22511543855937
ATP11C	-0.225142730737889
MAP3K20	-0.225374894164418
ME2	-0.225421437541795
GHDC	-0.225510454146589
PRDM10	-0.225510505947166
BUD13	-0.225673551416593
CLDN15	-0.225742244567971
DBF4	-0.225858168843009
HNRNPC	-0.225882911401468
SLC9A9	-0.225922647686454
CCDC120	-0.226028179254361
